,street_address,city,state,zip_code,longitude,latitude,family_id
2539,658 Cervantes Circle Suite 852,Olive Branch,MS,38654,-89.886321,35.015669,FhLTfHYUxz
2540,774 Terry River Apt. 260,Biloxi,MS,39531,-89.047177,30.486463,YCoFUWdSLZ
2541,18582 Alexander Mills,Corinth,MS,38834,-88.550065,34.954763,xwXIaQeGuk
2542,999 Emily Wells,Byram,MS,39272,-90.327034,32.281417,hgbcAUkxRo
2543,1869 Rasmussen Centers,Meridian,MS,39301,-88.731525,32.487909,RCTNBvLnDm
2544,9782 Bradley Overpass Apt. 871,Hernando,MS,38632,-90.041671,34.822833,PwiQhDzkgP
2545,585 Michelle Locks,Fulton,MS,38843,-88.471957,34.268829,FjLPBdsaGy
2546,3825 James Villages Apt. 644,Waynesboro,MS,39367,-88.6222,31.725163,beGdxuvfhm
2547,11976 Paul Flats,Ripley,MS,38663,-89.024631,34.786846,TbFTtuyBnC
2548,53577 Gregory Pines Apt. 439,Columbia,MS,39429,-89.885659,31.217084,pKWjGEsDvV
2549,39406 Smith Track,Tupelo,MS,38801,-88.743704,34.317665,gpixhCzFhr
2550,536 Brittany Lakes,Hazlehurst,MS,39083,-90.485662,31.945535,GIrnKnhqEm
2551,5235 Melanie Points Suite 021,Meridian,MS,39301,-88.777618,32.446041,SBdKaXLwvb
2552,07110 Gordon Crest,Booneville,MS,38829,-88.631027,34.784477,ykrqUdahpD
2553,53740 Vanessa Club Suite 250,Waynesboro,MS,39367,-88.644881,31.773182,pvpAiKkQyn
2554,78371 Jimenez Rapids Suite 903,Gulfport,MS,39503,-89.175559,30.421075,GhOzvxXrdL
2555,23710 Thompson Point Suite 885,Meridian,MS,39301,-88.748686,32.428336,aVrByzvTsJ
2556,215 Parks Hollow Apt. 051,Ocean Springs,MS,39564,-88.835145,30.460998,zmNUHDqXff
2557,4459 Lee Tunnel Suite 090,Grenada,MS,38901,-89.882062,33.878897,mjaSEGGUuZ
2558,0646 James Flats Suite 707,Booneville,MS,38829,-88.624389,34.765631,VDIwtxdgGw
2559,0832 Patricia Inlet,Pearl,MS,39208,-90.067071,32.316717,THUUPHqjWr
2560,63110 Ryan Springs,Grenada,MS,38901,-89.844251,33.825096,tZeUcLNVoC
2561,559 Michael Crescent Suite 968,Vicksburg,MS,39180,-90.980286,32.366963,HHZHqnugwx
2562,891 Stephen Plaza Suite 315,Horn Lake,MS,38637,-90.04282,35.031555,zuVBWRABkF
2563,19426 Taylor Meadow,Meridian,MS,39301,-88.781833,32.467378,KjKYKadxmk
2564,579 Morton Islands Suite 871,Pearl,MS,39208,-90.070804,32.333868,WtYySVMCiG
2565,61200 Danielle Estate,Mccomb,MS,39648,-90.552889,31.362504,LGqKYUwjFT
2566,7200 Hernandez Circle,Gulfport,MS,39507,-89.03139,30.424754,RUxrWpRNan
2567,3734 Mitchell Cove Suite 832,Madison,MS,39110,-90.110093,32.577237,QDmQjqZzCF
2568,712 Vincent Wells Suite 485,Natchez,MS,39120,-91.476586,31.61753,PpcSHyiBfe
2569,8241 Carol Vista Apt. 576,Indianola,MS,38751,-90.721358,33.522547,KaZsauiuDT
2570,4261 Scott Throughway,Petal,MS,39465,-89.220997,31.476849,nasRfMagSc
2571,26611 Montoya Extension,Southaven,MS,38671,-90.082531,35.058819,nYwwwHocEl
2572,086 Phillip Centers,New Albany,MS,38652,-89.078619,34.511195,UoudrMBIyl
2573,2441 Michelle Turnpike,Madison,MS,39110,-90.126119,32.584233,GTFHxeZSIk
2574,391 Bell Garden Apt. 471,Senatobia,MS,38668,-90.075414,34.62976,XSQmaQfVDQ
2575,6907 James Run,Carthage,MS,39051,-89.536304,32.737102,tizwusJYcj
2576,592 Hoover Ferry,Mccomb,MS,39648,-90.548751,31.33771,dNNXHinjpr
2577,682 Mariah Neck Suite 629,Gulfport,MS,39507,-89.042139,30.43665,sHzDSVQCTf
2578,305 Ryan Drive Suite 097,Hattiesburg,MS,39402,-89.478174,31.386536,LnFOuwetct
2579,5793 Maxwell Heights,Richland,MS,39218,-90.235364,32.258467,tiOIoLPWkY
2580,828 Faith Mission Suite 916,Holly Springs,MS,38635,-89.510361,34.721617,qPEMpyBkcC
2581,7486 Bennett Via Suite 587,Oxford,MS,38655,-89.624604,34.470987,IjvLxvgTwa
2582,077 Kyle Trace Suite 151,West Point,MS,39773,-88.770846,33.628255,KHMwpeTEGC
2583,93457 Alexander Springs Suite 323,Picayune,MS,39466,-89.720155,30.544494,QMxtLzKKYX
2584,906 Ronnie Fords Apt. 426,Carthage,MS,39051,-89.513934,32.719346,BAGUHFTkur
2585,974 Johnny Court,Ridgeland,MS,39157,-90.171587,32.411614,FUzhcaeuVG
2586,0427 Melanie Route Suite 271,Meridian,MS,39307,-88.719053,32.456907,sYqPLaRDyY
2587,94225 Gregory Ports Apt. 445,Gulfport,MS,39503,-89.179937,30.430723,lCsKAjruHJ
2588,48510 Brown Bridge Suite 947,Laurel,MS,39440,-89.135147,31.735403,vuOlDaeVjS
2589,4006 Hernandez Court,Flowood,MS,39232,-90.050392,32.44276,QHGuTwoliL
2590,7590 Dylan Plains Apt. 622,Gulfport,MS,39503,-89.16086,30.437262,BmpDElTlmj
2591,0752 Yates Forges Suite 621,Vicksburg,MS,39180,-90.986873,32.353118,tuCrcHNrpb
2592,041 Connie Knolls Suite 366,Clinton,MS,39056,-90.344561,32.339937,LGwanWHfpW
2593,2161 Mario Stravenue Suite 005,Brookhaven,MS,39601,-90.562375,31.659473,FHOCqAIQCi
2594,08618 Dennis Route Suite 786,Diberville,MS,39540,-88.946295,30.446382,uWAbPdzRpz
2595,5301 Mcdonald Walks Apt. 047,Ridgeland,MS,39157,-90.120267,32.489449,jAFbejHFMM
2596,5804 Jim Prairie Suite 316,New Albany,MS,38652,-89.067697,34.589197,ggTTCOfmbf
2597,25440 Stephanie Forge,Ridgeland,MS,39157,-90.18641,32.483556,SgkiysloHA
2598,001 Jackson Shore,Brookhaven,MS,39601,-90.551938,31.631357,szpctHhjgk
2599,3867 Kaitlyn Branch Apt. 887,Amory,MS,38821,-88.516756,34.082187,HuioJgOVQf
2600,6209 Jessica Wall,Bozeman,MT,59715,-111.013831,45.770752,oZpYUStybw
2601,00449 Fuller Islands,Missoula,MT,59808,-114.040609,46.971403,fqquriNDxP
2602,6833 Garza Trafficway,Butte,MT,59701,-112.584808,46.046345,uBIYquVfjg
2603,987 Daniel Center,Butte,MT,59701,-112.565107,46.079463,sKMbdrBShu
2604,505 Michael Parkways,Kalispell,MT,59901,-114.32705,48.288097,cWYQVrMmRu
2605,9401 Herrera Loop,Billings,MT,59105,-108.520345,45.831792,IXmNoPKaEt
2606,234 Holmes Mill Apt. 025,Kalispell,MT,59901,-114.338466,48.226831,aDFmYPTjCU
2607,49935 Cunningham Rest Suite 380,Polson,MT,59860,-114.161512,47.779922,mEOnKRtUYy
2608,90694 Angel Highway,Great Falls,MT,59405,-111.223406,47.527884,pZMHoshEnm
2609,280 Crystal Crossroad,Laurel,MT,59044,-108.827117,45.777608,yDzhKtzFMh
2610,861 Johnson Mountains Apt. 897,Polson,MT,59860,-114.12122,47.773549,HuaiqXxwIp
2611,586 Cox Islands,Laurel,MT,59044,-108.865097,45.74555,tWgeuQAFwL
2612,5694 Wright Court,Missoula,MT,59804,-114.063615,46.847381,YLkzUhsCdQ
2613,2840 Fitzgerald Cliff,Kalispell,MT,59901,-114.337141,48.257423,qSzfdJoJzl
2614,823 Hernandez Prairie,Kalispell,MT,59901,-114.335179,48.211442,CrAkYHOJxT
2615,03570 Smith Neck Apt. 365,Billings,MT,59102,-108.663156,45.817399,ujiKtLQseb
2616,5441 Christopher Mills Apt. 368,Laurel,MT,59044,-108.831082,45.781936,PlyERRvpcT
2617,1315 Jeffrey Springs Apt. 643,Kalispell,MT,59901,-114.374062,48.287216,gYQfQNhGzm
2618,18203 Jared Lane Suite 392,Butte,MT,59701,-112.569378,46.012322,zTwBNHeHwe
2619,948 Phillips Rapid,Kalispell,MT,59901,-114.343106,48.261609,QnqvHbznCT
2620,555 Phillips Coves Suite 745,Missoula,MT,59804,-114.058213,46.878134,WsRsxzYsJP
2621,936 Patricia Pines Suite 899,Great Falls,MT,59404,-111.341668,47.56096,mTICnqmnPq
2622,011 Shannon Forest Suite 225,Missoula,MT,59808,-114.054784,46.948282,qzNldlqzte
2623,5202 Wilcox Plains,Helena,MT,59601,-112.089961,46.67713,SEofPdVLHm
2624,442 John Ports,Billings,MT,59105,-108.541661,45.813437,lWoIOFTSZC
2625,0330 Darius Pine Apt. 153,Miles City,MT,59301,-105.833092,46.413022,hLiRutmraN
2626,0835 Ford Lane,Havre,MT,59501,-109.760441,48.651089,ttuFefNDxY
2627,18521 Davis Glen Suite 144,Kalispell,MT,59901,-114.323794,48.259637,DhCdejBBes
2628,52994 Kimberly Mount Suite 889,Great Falls,MT,59405,-111.219922,47.520455,XQrxBRPIJB
2629,971 Knight Cliffs,Havre,MT,59501,-109.727356,48.646195,phuqLreKTb
2630,5166 Michelle Corners Apt. 637,Havre,MT,59501,-109.744805,48.625853,EMfzSscfnB
2631,75538 Michael Cove,Polson,MT,59860,-114.183475,47.776105,MKARxWrJUB
2632,2682 Brian Isle Suite 219,Great Falls,MT,59404,-111.370907,47.541596,LVtmJsTKwq
2633,7739 Christian Way,Laurel,MT,59044,-108.883866,45.75557,HJsObISULe
2634,1767 Nguyen Motorway,Laurel,MT,59044,-108.817984,45.765972,FuTkcfAWJG
2635,2859 Stafford Common,Great Falls,MT,59404,-111.358856,47.55303,aemvlcMBUW
2636,91342 Denise Garden Suite 880,Missoula,MT,59808,-114.087424,46.959409,wzBgPSZTEO
2637,05111 Schmidt Crossroad Suite 654,Billings,MT,59102,-108.644353,45.886004,gBTRvxyWwe
2638,31931 Dustin Street Suite 315,Great Falls,MT,59405,-111.225334,47.578149,zVGwEpYlia
2639,5674 Pope Ranch Suite 551,Miles City,MT,59301,-105.886126,46.484266,pXlfwrlseV
2640,6533 Warner Tunnel Suite 123,Great Falls,MT,59404,-111.379638,47.58317,HRzGTiGyMX
2641,973 Pamela Locks,Laurel,MT,59044,-108.868402,45.716391,xsTISkAXwV
2642,1436 Wallace Route Apt. 536,Butte,MT,59701,-112.532432,46.023611,VslmXpBEZC
2643,0599 Norman Row Apt. 935,Helena,MT,59601,-112.087293,46.653921,kigYVpNySe
2644,2265 Jones Creek Apt. 506,Kalispell,MT,59901,-114.345328,48.276863,NTagTdpSVH
2645,77332 Andrew Burg,Missoula,MT,59804,-114.078002,46.882985,vbpzKMqomE
2646,1331 Michael Mills Suite 323,Kalispell,MT,59901,-114.323196,48.24615,oDmBtCftUC
2647,0367 Harrison Bypass,Laurel,MT,59044,-108.814041,45.752744,QJQhKfgeHQ
2648,7265 Martinez Greens,Kalispell,MT,59901,-114.369185,48.289991,yzhgDEbDYu
2649,6835 Heidi Land,Billings,MT,59105,-108.520787,45.856852,wamtIrNBkH
2650,456 King Tunnel,Havre,MT,59501,-109.759517,48.669602,PavGWjLeMD
2651,0095 Trujillo Brook,Havre,MT,59501,-109.771777,48.64549,pQwnVNhQKv
2652,644 Chapman Drive,Polson,MT,59860,-114.17938,47.727621,YHWIzSkEif
2653,4840 Nancy Mission Suite 785,Helena,MT,59601,-112.08939,46.64226,EeYewwqWPD
2654,917 Zachary Freeway,Missoula,MT,59808,-114.017145,46.91571,mvEKlsmQtg
2655,63248 Emily Spring Suite 155,Havre,MT,59501,-109.726684,48.683209,sncIDBkvlS
2656,6051 Heather Springs Suite 195,Polson,MT,59860,-114.156528,47.76022,SOEGRTDBde
2657,247 Green Branch Suite 223,Butte,MT,59701,-112.573798,46.039474,gnkycBJGhi
2658,2004 Gonzalez Hollow,Miles City,MT,59301,-105.873455,46.427538,KbHDzvtVLO
2659,483 Noah Centers,Butte,MT,59701,-112.534622,46.046223,csDPRKKCDV
2660,5814 Joanne Crossing Apt. 548,Missoula,MT,59804,-114.048985,46.811826,cnVnZeexwo
2661,944 Navarro Lane,Missoula,MT,59808,-114.059656,46.955081,SAeolZPUSK
2662,8485 Reyes Creek Suite 145,Helena,MT,59601,-112.014623,46.63076,AsmNGZVdex
2663,64037 James Terrace,Great Falls,MT,59404,-111.337503,47.587806,lwAwzZRCPK
2664,7952 Joseph Wall Suite 554,Missoula,MT,59804,-114.062861,46.885916,ASxYQcmnzP
2665,1627 Yoder Union Suite 838,Butte,MT,59701,-112.52445,46.01072,dHwLGGbPNM
2666,523 Reynolds Streets Suite 621,Butte,MT,59701,-112.52611,46.071475,hRDOTXGlcZ
2667,72280 Ibarra Glens Suite 520,Bozeman,MT,59715,-111.077007,45.770441,FcIQVWucaX
2668,60366 Jenkins Mills Apt. 092,Polson,MT,59860,-114.175573,47.719611,oIjhBYilAc
2669,31723 Kiara Freeway Suite 999,Helena,MT,59601,-112.038212,46.662031,WmFWBTDcNe
2670,1651 Loretta Landing Suite 759,Great Falls,MT,59405,-111.275166,47.529251,SApNuwUjCn
2671,627 Erika Key,Bozeman,MT,59715,-111.013503,45.781999,JkfkSTcIaU
2672,310 Evan Oval Apt. 589,Bozeman,MT,59715,-111.079887,45.739398,GQrylskcEC
2673,007 Riley Road Suite 121,Billings,MT,59102,-108.637661,45.827123,Eqxsfrrija
2674,4109 Sparks Road Suite 172,Missoula,MT,59808,-114.026662,46.937799,cTrZcohKyn
2675,074 Susan Avenue Suite 196,Great Falls,MT,59404,-111.387638,47.532807,UaBMEXLgoU
2676,43504 Miranda Haven,Missoula,MT,59804,-114.068794,46.832422,qhYrINvGKI
2677,2429 Amanda Forest,Billings,MT,59105,-108.528278,45.820162,bApvkmdQhd
2678,95424 Susan Alley,Billings,MT,59102,-108.653239,45.812958,bdTuTMouNb
2679,4366 Burton Spring,Kalispell,MT,59901,-114.376941,48.226614,pgTzmaSPzV
2680,415 Ray Islands,Bozeman,MT,59715,-111.050011,45.77009,pnhbVAWMcW
2681,9162 Jessica Stravenue,Billings,MT,59102,-108.646303,45.88,DSsHrfmOqH
2682,212 Rita Common Apt. 440,Billings,MT,59102,-108.614862,45.851501,nUhzLdTaIF
2683,728 Anthony Mountains,Great Falls,MT,59405,-111.225846,47.569148,VlQcpulajT
2684,156 Katrina Island,Billings,MT,59102,-108.632741,45.816768,lXWFEwtBUY
2685,349 Brian Meadows Suite 075,Helena,MT,59601,-112.045194,46.61865,HrjLGSlGeC
2686,89528 Eric Place,Helena,MT,59601,-112.084487,46.656668,RHpqTGzHPQ
2687,020 Garcia Prairie,Helena,MT,59601,-112.055147,46.644633,RITCMoTjDR
2688,679 Lindsay View Apt. 226,Laurel,MT,59044,-108.815335,45.731292,uEMnCNmIUm
2689,04399 Houston Island,Billings,MT,59102,-108.656072,45.877703,CEZClbhqwG
2690,5079 Cardenas Greens,Helena,MT,59601,-112.038631,46.616212,zXUdVFEjSX
2691,3402 Hoffman Rapids Apt. 082,Butte,MT,59701,-112.536667,46.019652,zJhWFxoRhD
2692,46435 Sullivan Trafficway Suite 265,Laurel,MT,59044,-108.846712,45.742047,TmyHnalJAp
2693,568 Alexander Key,Missoula,MT,59808,-114.04498,46.922629,nCZgRKdyiN
2694,13541 Odonnell Court Apt. 040,Missoula,MT,59804,-114.019802,46.860887,UKxrjZvalO
2695,08680 Peters Track,Bozeman,MT,59715,-111.051508,45.783842,NrxztqebUt
2696,050 Patricia Forge Suite 793,Billings,MT,59105,-108.517178,45.83481,mHphFshFeJ
2697,075 Tucker Corner Apt. 411,Great Falls,MT,59405,-111.231453,47.536058,QavSsSagzG
2698,361 Billy Vista,Laurel,MT,59044,-108.839401,45.762817,tilllWlQcu
2699,48992 Joshua Creek Apt. 036,Butte,MT,59701,-112.558528,46.026779,ZMAYjEtJgJ
2700,541 Hart Mountains,Asheville,NC,28805,-82.572313,35.65895,GLqwYKgXjW
2701,59311 Erin Underpass Apt. 631,Elizabeth City,NC,27909,-76.370979,36.339972,rOWjhMIVWU
2702,84814 Fischer Ford Apt. 777,Asheville,NC,28805,-82.53221,35.671637,fRdxYBiiqU
2703,621 Johnson Turnpike Suite 337,Greensboro,NC,27407,-79.853118,36.048957,QeQfvHRywu
2704,4772 Wood Plain,Hampstead,NC,28443,-77.626691,34.469306,SYsUbcKuhp
2705,35879 Wright Stream Apt. 145,Hickory,NC,28602,-81.321754,35.73465,iOcPfDGLlU
2706,549 Clinton Common,Locust,NC,28097,-80.53486,35.331553,DNLxKeHGEQ
2707,354 Jillian Islands,Salisbury,NC,28144,-80.588869,35.748984,eFybTqqccn
2708,0441 Hernandez Island Suite 172,Laurinburg,NC,28352,-79.520454,34.815204,sObUsxtivB
2709,259 Walters Harbors Apt. 895,Wilmington,NC,28411,-77.854874,34.345839,LnvgjGETwH
2710,432 Troy Fall,Charlotte,NC,28227,-80.770114,35.279709,gjYsuOYaDH
2711,21748 Perry Track,Winston Salem,NC,27106,-80.38583,36.282125,guhiGTVboL
2712,767 Robert Common Suite 963,Charlotte,NC,28227,-80.749413,35.238911,euhMFkkxqk
2713,3290 Ricardo Fords Apt. 287,Asheboro,NC,27203,-79.835433,35.775413,iXVxeGzCyb
2714,234 Guerrero Lake,Greensboro,NC,27407,-79.980173,36.124598,LxEUqOxwUJ
2715,880 Robert Row Apt. 580,Whiteville,NC,28472,-78.730282,34.340015,dyEtnyOmqx
2716,95034 Turner Landing Suite 235,Raleigh,NC,27603,-78.777659,35.731754,ZLxnBnwMeT
2717,949 Sheila Mill Apt. 554,Pembroke,NC,28372,-79.254387,34.770244,YlFZPDVaIb
2718,4064 Garcia Common Suite 746,Goldsboro,NC,27534,-77.943392,35.365919,iZHShEVzKJ
2719,40431 Henry Junctions Apt. 185,Wilmington,NC,28403,-77.913868,34.212163,ZEsNfESlVC
2720,1930 Bryan Point Suite 193,Charlotte,NC,28205,-80.85203,35.275539,jpLSxfUvTr
2721,279 Edwards Extensions,Wadesboro,NC,28170,-80.161793,35.03069,UuAAfnGesh
2722,8196 Moran Isle Suite 641,Grantsboro,NC,28529,-76.810243,35.1343,CXIZdYowQO
2723,80110 Joshua Spurs Apt. 312,Granite Falls,NC,28630,-81.455469,35.867587,ARLqdrBOAn
2724,227 Edwards Dale Apt. 891,Fuquay Varina,NC,27526,-78.869115,35.611216,iXElvQaTbe
2725,3689 Daniel Lake,Chapel Hill,NC,27517,-79.177939,35.932587,JnxIfRBTjS
2726,88933 Park Stream,Charlotte,NC,28227,-80.736168,35.230217,XbKdUHjFyC
2727,341 Keller Pine,Kernersville,NC,27284,-80.189207,36.11893,PGWIQbxPiI
2728,46935 Stewart Vista,Kannapolis,NC,28083,-80.652002,35.524176,jcaNznjFym
2729,04935 Antonio Valleys Apt. 124,Greensboro,NC,27405,-79.828814,36.134856,pdIrHcailT
2730,95148 Marshall Corners Apt. 916,Henderson,NC,27536,-78.469047,36.344031,IsAXJZwUEi
2731,9400 Fisher Inlet Suite 410,Zebulon,NC,27597,-78.349135,35.82934,uDqDMXNWgV
2732,37032 Douglas Villages Suite 263,Roanoke Rapids,NC,27870,-77.620684,36.460321,SJGXJqnbDj
2733,0667 Walters Corners Apt. 383,Charlotte,NC,28270,-80.74028,35.178348,luUFYhNcod
2734,225 Eric Club,High Point,NC,27265,-80.029178,36.016905,yvcthTlfBY
2735,3453 Christopher Trace,Zebulon,NC,27597,-78.336259,35.820717,ieDzIfzSQA
2736,63507 Arellano Center,Elkin,NC,28621,-80.840758,36.323075,fWqrMlmOxD
2737,5817 Steven Summit,Zebulon,NC,27597,-78.343602,35.878408,RSjLwaQPaW
2738,289 Moore Fort Apt. 016,Roxboro,NC,27573,-79.081443,36.410715,GqaHNLBCGR
2739,864 Martinez Springs Apt. 471,Greensboro,NC,27406,-79.810137,36.040066,fmGDABSODN
2740,4695 Tracy Avenue Apt. 528,Winston Salem,NC,27106,-80.380448,36.234774,sVNgELKTAp
2741,99049 Adams Neck,Marion,NC,28752,-82.01212,35.618924,cinXMYXLyR
2742,8550 Pittman Mount,Greensboro,NC,27405,-79.822354,36.1349,GeMGkHyBLJ
2743,5198 Rebecca Spurs Apt. 266,Greenville,NC,27858,-77.345376,35.643747,rBdHlsjHRg
2744,9007 Osborn Stream Apt. 624,Wilkesboro,NC,28697,-81.26509,36.13121,AeMEhOsGcE
2745,04654 Hernandez Ville,Washington,NC,27889,-77.179712,35.631487,LmitblRvlR
2746,92829 Larsen Summit,Cary,NC,27518,-78.821192,35.739179,upAHtmubrS
2747,2317 Jones Corners,Mocksville,NC,27028,-80.688884,35.947432,BwEGVyRAKU
2748,3668 Maureen Knolls,Charlotte,NC,28262,-80.872534,35.389418,JsdueSyVYF
2749,003 Benson Springs Suite 769,Holly Springs,NC,27540,-78.835319,35.639914,MgOruXBLMB
2750,7118 Julie Crescent,Hickory,NC,28602,-81.343206,35.783271,NLeAprKMgo
2751,033 Rasmussen Knoll,Winston Salem,NC,27127,-80.374765,36.021941,eGzouRPvkE
2752,9939 Allison Street Suite 355,Rocky Mount,NC,27804,-77.849,36.028505,OPWXpqNukh
2753,45309 Jennifer Flats,Charlotte,NC,28227,-80.725101,35.288559,AmkWjmWQVu
2754,0057 Jonathan Vista Suite 363,Elkin,NC,28621,-80.818563,36.355457,mLSYQRAXKo
2755,54886 Joseph Island Apt. 493,Wilson,NC,27893,-77.924128,35.814121,XcVgaVNJDm
2756,5815 Jill Mall,Jacksonville,NC,28546,-77.456962,34.84162,RoTnwFKiaP
2757,4537 Adams Drive Suite 305,Sanford,NC,27332,-79.126325,35.440292,NnLHsedCfb
2758,14690 Hardin Run Apt. 498,High Point,NC,27265,-80.085633,36.082666,kMXvqvhvOO
2759,62626 Reed Spur,Goldsboro,NC,27530,-78.127478,35.46664,gdJkmbnaeA
2760,9179 Santana Prairie Apt. 853,Jacksonville,NC,28540,-77.559397,34.869837,rPIUPCJIZV
2761,8521 Samantha Mission Suite 528,Mooresville,NC,28115,-80.831643,35.6215,MnhxLwMzEV
2762,706 Day Ferry,Morganton,NC,28655,-81.748231,35.755078,PQKnztzbNy
2763,92723 Hector Greens Apt. 967,Hendersonville,NC,28792,-82.462428,35.387947,uLLLQBXdDb
2764,453 Tyler Overpass,Hampstead,NC,28443,-77.668391,34.431129,ZfCsudbhwD
2765,4066 Peters Viaduct Apt. 760,Roxboro,NC,27573,-79.024224,36.466196,MvmFHmfNRh
2766,7417 Price Mountains Suite 778,Raleigh,NC,27610,-78.654663,35.838042,iNrINNOWZQ
2767,468 Kelsey Pine,Burlington,NC,27215,-79.566164,36.144239,vsNgzygmlX
2768,32472 Fernandez Hill Suite 223,Hickory,NC,28602,-81.361147,35.774309,gSpmuzAjpP
2769,211 Christensen Drive Suite 024,Siler City,NC,27344,-79.453225,35.771206,lXiqcXDhNT
2770,772 Mario Ways Suite 778,Cameron,NC,28326,-79.016495,35.229096,bwfenrfUUt
2771,1835 Bradley Estate Apt. 055,New Bern,NC,28563,-77.123308,35.112379,bFtOvNqfRL
2772,764 Joshua Curve,Cameron,NC,28326,-79.041,35.240004,IfMyNnZAFM
2773,84571 Foster Mission Suite 651,Dallas,NC,28034,-81.28273,35.335362,OdjJTENumo
2774,505 Ward Plaza,Oxford,NC,27565,-78.682081,36.349965,lyWmxnXHOf
2775,503 Amy Branch,Rocky Mount,NC,27804,-77.887149,36.082484,EMnjuRPEAA
2776,1584 Maxwell Path Apt. 462,Wilmington,NC,28411,-77.874818,34.345843,rRYmpGAnDI
2777,1238 Brooks Coves,Reidsville,NC,27320,-79.767988,36.485773,kXxFEVVOtY
2778,48907 Sutton Garden,Smithfield,NC,27577,-78.38731,35.519277,cbDRCtzGKu
2779,896 Lopez Alley,Cameron,NC,28326,-79.040463,35.249364,OMqyibTdCN
2780,2092 Louis Spurs Apt. 293,Greenville,NC,27834,-77.452887,35.649979,vxzzlfRPtR
2781,972 Gabriella Prairie Suite 759,Elizabeth City,NC,27909,-76.322056,36.342345,rOBYOZwaRn
2782,585 Anderson Tunnel Suite 230,Winston Salem,NC,27105,-80.34974,36.284039,YsANByZruT
2783,22482 Christian Ranch,Cary,NC,27519,-78.924648,35.871142,pAfPYxJOeP
2784,98200 Sara Isle,Greensboro,NC,27406,-79.876175,36.064851,IviiDftHQf
2785,330 Stephen Keys,Charlotte,NC,28273,-80.969703,35.160192,lTlPQziJLD
2786,3387 Harris Junctions Suite 770,Charlotte,NC,28270,-80.729227,35.138629,iSriMsalJW
2787,626 Caitlin Meadow Suite 745,Reidsville,NC,27320,-79.785562,36.441777,GvgAPopZfM
2788,45439 Kerri Flat,Lexington,NC,27292,-80.366617,35.810231,oosxrtoRQK
2789,405 Davis Shoals Apt. 682,Goldsboro,NC,27530,-78.127938,35.483086,OdLcolyEbV
2790,1206 Burnett Valley Apt. 419,Charlotte,NC,28227,-80.770572,35.229021,JidyRCkJrS
2791,3589 Thompson Camp,Williamston,NC,27892,-77.168713,35.875166,QEGzDIlXUl
2792,963 Ryan Knoll Apt. 615,Charlotte,NC,28227,-80.786705,35.211661,vPuqcgpmXc
2793,033 Dylan Plains,Rockingham,NC,28379,-79.721989,34.948995,YdHAUQHzQo
2794,32576 Alvarez Locks,Mooresville,NC,28117,-80.976131,35.636934,BQLRldNOnn
2795,32511 Good Plaza Apt. 470,Mount Olive,NC,28365,-78.154829,35.216459,UQYZEtWLNA
2796,510 Zimmerman Hill Apt. 405,Wallace,NC,28466,-78.07476,34.788257,oGIrDBvxAe
2797,4892 Lewis Radial Suite 316,Hendersonville,NC,28792,-82.452232,35.37979,jqqWqGXgVz
2798,0241 Brian Port,Wadesboro,NC,28170,-80.16038,35.064765,tikaSniVpB
2799,6232 Johnson Trail Suite 684,Winterville,NC,28590,-77.453112,35.627444,wOfhBlzldX
2800,555 Lawrence Lake,Jamestown,ND,58401,-98.784418,46.970094,OXcLOmQSlv
2801,264 Washington Motorway,Dickinson,ND,58601,-102.839341,46.972135,gNTEMmlXQS
2802,40560 Brittany Haven,Bismarck,ND,58503,-100.880869,46.945728,JGzDYldaZM
2803,0739 Morrow Shoals Suite 250,Grand Forks,ND,58201,-97.15113,47.92703,yhgMQvbAbF
2804,823 Alexis Dam Apt. 490,Fargo,ND,58103,-96.947333,46.939077,MkeyRRyjSM
2805,67118 Benjamin Radial,Fargo,ND,58104,-96.860325,46.882984,ItcfmdSiww
2806,5430 Ronald Shoals Suite 709,Wahpeton,ND,58075,-96.676097,46.357219,PQaLWFFwqo
2807,82776 Rich Orchard,Mandan,ND,58554,-100.981888,46.844877,ycLjMazguk
2808,266 Joseph Mill Apt. 749,Dickinson,ND,58601,-102.878014,46.966766,eWeEbnVeey
2809,06773 Phelps Plaza,Fargo,ND,58104,-96.865041,46.836924,rYdOwPEyKE
2810,7595 Rebecca Grove,Jamestown,ND,58401,-98.711331,46.951571,dnstPdmAXl
2811,37181 Nicholas Fall,Dickinson,ND,58601,-102.842494,46.916975,PucGKNsffs
2812,8703 Harmon Green Suite 058,Williston,ND,58801,-103.613845,48.215293,gmXtnBjnAX
2813,72916 Campos Lake Apt. 242,Grand Forks,ND,58201,-97.15612,47.946763,ouTkeLxPVu
2814,43619 Schmitt Summit,Williston,ND,58801,-103.652115,48.266948,gXXUKFAzSb
2815,44543 James Stream Suite 034,Grand Forks,ND,58203,-97.115007,47.93669,bejSmCTSSf
2816,4265 Richardson Shore Suite 690,Fargo,ND,58103,-96.910107,46.979237,KwYJgfNXBw
2817,2286 Isaac Mount,Jamestown,ND,58401,-98.769048,46.966726,isfeyKAYbT
2818,871 William Avenue,Mandan,ND,58554,-100.95747,46.819805,uavAoQXNHi
2819,09030 Laura Shores,Jamestown,ND,58401,-98.738173,46.954376,zmaxyBthkx
2820,07936 Oconnor Viaduct Suite 376,Bottineau,ND,58318,-100.428674,48.829009,MekAGYuFog
